credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,debt_to_income,loan_to_income
2.0311480640523536,0.7274965248563989,2.568612917284853,0.21796313796840666,-0.9911529273910707,-1.4313261987089994,2.674707623686902,0.9733455298482109
-0.2618293595585726,-0.9327699405597148,-0.15419768179440876,0.05648120766546728,0.28374431822812146,0.37030992716269123,-0.19090715326773938,-1.8407645567627504
1.457903708149622,1.1635606077406198,1.4684473684545996,0.08497133451376197,-0.9911529273910707,-0.02277431848204127,1.604992271464163,2.028311923799782
-0.2618293595585726,-1.2976969571524264,-0.4277022520362201,-0.8652329083444216,0.9211929410377176,1.7624832971544522,-0.14894660903792048,-1.4504218588772355
-0.8350737154613042,1.3488275590778442,-1.1403171966322987,2.2236922404481105,2.19609018665691,0.6487446011610434,-1.3710956979409767,-0.605709608799688
-0.2618293595585726,-0.4592913018154606,-0.5255277125914046,-0.981698556870221,0.28374431822812146,0.6651231113962406,-0.24181154707160069,0.9636693387699434
2.0311480640523536,-0.09100346870659062,1.1080110932111924,-0.6882208338803143,-0.9911529273910707,-1.054620463299464,1.9473194888467111,1.1517941767337816
-0.2618293595585726,-0.14658208854805446,-0.13752705511805877,-0.28479101228815185,0.28374431822812146,1.5168056436264943,-0.03175976627599785,0.18871907781395325
-0.2618293595585726,2.2741112768044873,0.7004370584570582,1.2855451459161715,-1.628601550200667,-0.8089428097715062,0.18662916185467374,1.660832784404056
-0.2618293595585726,-1.4192733172512726,-0.46860700976096076,-1.2872939534200198,0.9211929410377176,-0.874456850712295,0.03431761141688434,-1.025294962489773
0.8846593522468904,-1.0018403609144662,0.48105466729613816,-0.7648823799162664,-0.9911529273910707,-0.530508135773154,1.1285637265767683,-0.8808653238876317
-0.8350737154613042,1.7854202158378656,-0.35194284111105545,1.76975171533486,0.28374431822812146,0.4030669476330856,-0.7641489287520394,0.3759971381891885
-0.8350737154613042,0.20096761679045344,-1.1385757184502137,1.300389166729052,0.9211929410377176,1.2711279900985364,-1.3464126053457794,-1.2393472911930403
1.457903708149622,0.6679076089464379,1.7627619518748279,0.6341611215342978,0.28374431822812146,-0.9727279121234781,1.4767433409541515,0.21548908008309753
-0.8350737154613042,0.17310777420691356,-0.4993942740371332,0.8011994218164171,-0.9911529273910707,-0.792564299536309,-0.7367317834875173,-0.7769930514793495
0.3114149963441589,-0.9189821815229078,0.07879342817116339,-0.2718759826752773,0.9211929410377176,0.3866884373978884,0.22987455610784277,-1.4302577491052593
-0.2618293595585726,0.0203965822322026,-0.33588381427172453,-0.1979797754334472,1.5586415638473137,1.1728569286873534,-0.3100193227610249,0.37373031533759077
0.8846593522468904,-0.970600786928228,0.679098289125815,-0.10591235405304622,0.28374431822812146,0.15738929410512778,0.8513885354943903,-1.7354217595935222
